rgb_frame,thermal_frame,rgb_box_index,thermal_box_index,rgb_center_x_norm,rgb_center_y_norm,thermal_center_x_norm,thermal_center_y_norm,center_displacement_norm,width_difference_norm,height_difference_norm,class_id
128,129,2,0,0.467726,0.680844,0.444136,0.671967,0.025204944534753502,0.007031000000000001,0.0055549999999999974,0
128,129,3,2,0.476562,0.672917,0.433262,0.678984,0.04372297438418389,0.007031999999999999,0.015278,0
129,130,0,1,0.480283,0.708026,0.450535,0.704919,0.02990981365705912,0.0023440000000000006,0.0055559999999999984,0
129,130,1,3,0.511339,0.626113,0.503188,0.620616,0.009831368673791115,0.008594,0.009722000000000001,0
129,130,2,0,0.466567,0.68148,0.443849,0.67188,0.02466308018070735,0.007031000000000001,0.0055549999999999974,0
129,130,3,2,0.475427,0.67347,0.433068,0.678853,0.04269966709472099,0.007031999999999999,0.015278,0
130,131,0,1,0.479259,0.709086,0.450304,0.704844,0.029264083600892072,0.0023440000000000006,0.0055559999999999984,0
130,131,1,3,0.51024,0.62707,0.502837,0.620677,0.00978135256495749,0.008594,0.009722000000000001,0
130,131,2,0,0.465433,0.682411,0.443524,0.671827,0.024331570787764635,0.007031000000000001,0.0055549999999999974,0
130,131,3,2,0.474178,0.674537,0.431286,0.680353,0.04328451824844535,0.007031999999999999,0.015278,0
131,132,0,1,0.481028,0.705641,0.450119,0.704871,0.030918589570030536,0.0023440000000000006,0.0055559999999999984,0
131,132,1,3,0.511374,0.62369,0.502586,0.62084,0.009238584523616181,0.008594,0.009722000000000001,0
131,132,2,0,0.468138,0.681844,0.443314,0.671972,0.02671492766226404,0.007031000000000001,0.0055549999999999974,0
131,132,3,2,0.475383,0.672649,0.431083,0.680399,0.04497279733349927,0.007031999999999999,0.015278,0
132,133,0,1,0.481028,0.705641,0.44994,0.705026,0.03109408253993033,0.0023440000000000006,0.0055559999999999984,0
132,133,1,3,0.511374,0.62369,0.502289,0.620901,0.009503459685819674,0.008594,0.009722000000000001,0
132,133,2,0,0.468138,0.681844,0.443184,0.672065,0.026801696905233416,0.007031000000000001,0.0055549999999999974,0
132,133,3,2,0.475383,0.672649,0.427728,0.67909,0.04808830945250622,0.007031999999999999,0.015278,0
133,134,0,1,0.479991,0.705116,0.449682,0.704884,0.030309887908073804,0.0023440000000000006,0.0055559999999999984,0
133,134,1,3,0.51045,0.623322,0.502091,0.620584,0.008795994827192668,0.008594,0.009722000000000001,0
133,134,2,0,0.465634,0.67867,0.442905,0.671958,0.023699333007491986,0.007031000000000001,0.0055549999999999974,0
133,134,3,2,0.474483,0.672339,0.424455,0.676215,0.050177925026848175,0.007031999999999999,0.015278,0
134,135,0,1,0.478848,0.705841,0.44945,0.704835,0.02941520763142764,0.0023440000000000006,0.0055559999999999984,0
134,135,1,3,0.509167,0.623748,0.501885,0.620418,0.008007273193790741,0.008594,0.009722000000000001,0
134,135,2,0,0.464419,0.679301,0.442668,0.671827,0.022999275575548074,0.007031000000000001,0.0055549999999999974,0
134,135,3,2,0.473198,0.672849,0.421921,0.674851,0.05131606700634804,0.007031999999999999,0.015278,0
135,136,0,1,0.480334,0.703465,0.44921,0.704541,0.031142593854719278,0.0023440000000000006,0.0055559999999999984,0
135,136,1,3,0.510777,0.622928,0.501582,0.620036,0.009639070961456877,0.008594,0.009722000000000001,0
135,136,2,0,0.462728,0.675539,0.442446,0.671489,0.020682408563801234,0.007031000000000001,0.0055549999999999974,0
135,136,3,2,0.475391,0.670833,0.417767,0.674552,0.057743885710956455,0.00625,0.019444000000000003,0
136,137,0,1,0.479074,0.703691,0.448982,0.704255,0.030097284927381746,0.0023440000000000006,0.0055559999999999984,0
136,137,1,3,0.509414,0.622808,0.501364,0.619804,0.008592235797509288,0.008594,0.009722000000000001,0
136,137,2,0,0.45994,0.673053,0.442153,0.671227,0.017880482236226177,0.007031000000000001,0.0055549999999999974,0
136,137,3,2,0.47402,0.671108,0.414507,0.671724,0.059516187923958956,0.00625,0.019444000000000003,0
137,138,0,1,0.47772,0.703411,0.448699,0.704016,0.02902730552428175,0.0023440000000000006,0.0055559999999999984,0
137,138,1,3,0.508104,0.622843,0.501117,0.619549,0.00772454561770462,0.008594,0.009722000000000001,0
137,138,2,0,0.457043,0.668657,0.44184,0.670946,0.01537435299451653,0.007031000000000001,0.0055549999999999974,0
137,138,3,2,0.472726,0.670889,0.410218,0.665781,0.06271635933311175,0.00625,0.019444000000000003,0
138,139,0,1,0.476735,0.704879,0.447032,0.709669,0.030086746401031827,0.0023440000000000006,0.0055559999999999984,0
138,139,1,3,0.509459,0.624258,0.500976,0.61966,0.009648984039783681,0.008594,0.009722000000000001,0
138,139,2,0,0.45597,0.6701,0.441763,0.671127,0.014244071679123182,0.007031000000000001,0.0055549999999999974,0
138,139,3,2,0.474106,0.672437,0.41024,0.665941,0.06419551364386769,0.00625,0.019444000000000003,0
139,140,0,1,0.47834,0.704491,0.447137,0.709424,0.031590531777733646,0.0023440000000000006,0.0055559999999999984,0
139,140,1,3,0.509401,0.627775,0.501007,0.619652,0.01168085463482874,0.008594,0.009722000000000001,0
139,140,2,0,0.453643,0.669567,0.44182,0.671158,0.011929568726488007,0.007031000000000001,0.0055549999999999974,0
139,140,3,2,0.475728,0.670488,0.407285,0.667479,0.06850911129185662,0.00625,0.019444000000000003,0
140,141,0,1,0.476913,0.704536,0.447107,0.708884,0.030121466431765886,0.0023440000000000006,0.0055559999999999984,0
140,141,1,3,0.507966,0.627884,0.497919,0.620713,0.012343640062801618,0.008594,0.009722000000000001,0
140,141,2,0,0.452243,0.669539,0.441833,0.670991,0.010510775613626268,0.007031000000000001,0.0055549999999999974,0
140,141,3,2,0.474242,0.670402,0.405076,0.667251,0.06923773795409553,0.00625,0.019444000000000003,0
141,142,0,3,0.475233,0.702919,0.445312,0.713194,0.03163608487155139,0.007031999999999998,0.0055559999999999984,0
141,142,1,2,0.509413,0.625918,0.497835,0.620296,0.012870779618966353,0.008594,0.009722000000000001,0
141,142,2,0,0.450556,0.667919,0.437849,0.669245,0.012775998004069993,0.007031000000000001,0.0055549999999999974,0
141,142,3,1,0.472461,0.668735,0.40505,0.66718,0.06742893255865763,0.00625,0.019444000000000003,0
142,143,0,3,0.476948,0.70687,0.445116,0.71303,0.03242255116427452,0.007031999999999998,0.0055559999999999984,0
142,143,1,2,0.507416,0.62454,0.49772,0.620001,0.010705836585713387,0.008594,0.009722000000000001,0
142,143,2,0,0.451869,0.666554,0.437698,0.668918,0.014366827659577511,0.007031000000000001,0.0055549999999999974,0
142,143,3,1,0.471484,0.66875,0.404911,0.666925,0.06659801013543873,0.00625,0.009722000000000001,0
143,144,0,3,0.474424,0.7081,0.444858,0.713736,0.03009838620258573,0.007031999999999998,0.0055559999999999984,0
143,144,1,2,0.509677,0.625886,0.497482,0.620858,0.013190860813457245,0.008594,0.009722000000000001,0
143,144,2,0,0.449263,0.667873,0.434219,0.669837,0.015171658841405573,0.007031000000000001,0.0055549999999999974,0
143,144,3,1,0.468994,0.669906,0.404646,0.667541,0.06439144608564092,0.00625,0.009722000000000001,0
144,145,0,3,0.476229,0.709755,0.44375,0.715278,0.032945241993344074,0.0039059999999999997,0.006943999999999999,0
144,145,1,2,0.507104,0.628452,0.494275,0.619617,0.01557692094093053,0.008594,0.009722000000000001,0
144,145,2,0,0.449659,0.67082,0.434086,0.672576,0.0156716899216389,0.007031000000000001,0.0055549999999999974,0
144,145,3,1,0.468397,0.671503,0.402074,0.668679,0.06638309502426053,0.00625,0.009722000000000001,0
145,146,0,3,0.47527,0.712422,0.44375,0.721528,0.03280898712243342,0.005469,0.011111000000000003,0
145,146,1,2,0.506664,0.633065,0.494591,0.624062,0.015060256903519266,0.008594,0.009722000000000001,0
145,146,2,0,0.448458,0.673218,0.429524,0.674141,0.018956483983059734,0.007031000000000001,0.0055549999999999974,0
145,146,3,1,0.466673,0.675532,0.401832,0.672655,0.06490479496924706,0.00625,0.009722000000000001,0
146,147,0,3,0.474547,0.718821,0.442578,0.727778,0.03320007243967998,0.0046879999999999995,0.006943999999999999,0
146,147,1,2,0.506532,0.638101,0.4948,0.630727,0.013856972973921796,0.008594,0.009722000000000001,0
146,147,2,0,0.448375,0.679515,0.430206,0.679942,0.01817401689225587,0.007031000000000001,0.0055549999999999974,0
146,147,3,1,0.465121,0.678928,0.398529,0.679004,0.06659204336855867,0.00625,0.009722000000000001,0
147,148,0,3,0.473825,0.723164,0.441406,0.717361,0.03293427348523113,0.007031999999999998,0.008333,0
147,148,1,2,0.506563,0.639574,0.493613,0.621003,0.0226403299666767,0.008594,0.009722000000000001,0
147,148,2,0,0.44837,0.682363,0.426534,0.665194,0.027777427112675536,0.007031000000000001,0.0055549999999999974,0
147,148,3,1,0.464844,0.679167,0.399872,0.66814,0.06590110403475799,0.005469,0.013889000000000006,0
148,149,0,1,0.507031,0.599306,0.494084,0.569571,0.032431389640285184,0.007812999999999999,0.012499999999999997,0
148,149,1,2,0.448438,0.643056,0.442577,0.664841,0.022559644190456606,0.004687999999999998,0.0013890000000000013,0
148,149,2,3,0.466016,0.647222,0.424609,0.614583,0.05272422564628139,0.004687,0.006945,0
148,149,3,0,0.475391,0.684028,0.398865,0.616958,0.10175762170962917,0.00625,0.018056000000000003,0
149,150,0,1,0.507812,0.541667,0.491857,0.504702,0.040261312074993325,0.007812999999999999,0.013888999999999999,0
149,150,1,2,0.475781,0.626389,0.440151,0.597719,0.04573254639750555,0.007812999999999999,0.012499999999999997,0
149,150,2,3,0.464063,0.577778,0.421228,0.539863,0.05720475898035061,0.005469,0.004166999999999997,0
149,150,3,0,0.448438,0.585417,0.397818,0.549065,0.06232056084471637,0.002343999999999999,0.0013890000000000013,0
150,151,0,1,0.507031,0.483333,0.494056,0.435272,0.04978162659054043,0.009375999999999999,0.013888999999999999,0
150,151,1,2,0.463672,0.514583,0.440034,0.532183,0.02947057929529038,0.005468999999999998,0.008333,0
150,151,2,3,0.449609,0.525694,0.421906,0.468066,0.06394093049839046,0.00625,0.0,0
150,151,3,0,0.475,0.566667,0.396819,0.484223,0.1136190208415827,0.007031999999999999,0.013889000000000006,0
151,152,0,1,0.506641,0.421528,0.493315,0.367547,0.05560153448422085,0.007031999999999998,0.012499999999999997,0
151,152,1,2,0.447656,0.465278,0.439863,0.471717,0.010108984617655699,0.007812999999999999,0.0013890000000000013,0
151,152,2,3,0.461719,0.454167,0.41971,0.399945,0.06859140882792827,0.007031000000000001,0.006945,0
151,152,3,0,0.475391,0.507639,0.39608,0.417107,0.12035895373839037,0.00625,0.015278,0
152,153,0,1,0.508594,0.365972,0.492652,0.301787,0.06613517663845768,0.009375999999999999,0.015278,0
152,153,1,2,0.475781,0.454167,0.439949,0.408137,0.05833260772501088,0.006250999999999998,0.009722000000000001,0
152,153,2,3,0.463281,0.39375,0.42023,0.331678,0.0755401997945465,0.008594000000000001,0.008333999999999994,0
152,153,3,0,0.447656,0.409028,0.395856,0.355152,0.07473863375791664,0.002343999999999999,0.004167000000000004,0
153,154,0,1,0.508984,0.332639,0.494831,0.28077,0.053765235701147995,0.007031999999999998,0.012499999999999997,0
153,154,1,2,0.476172,0.425694,0.439167,0.387568,0.05313155278175107,0.007031999999999998,0.008333,0
153,154,2,3,0.463672,0.363889,0.422439,0.310529,0.06743478248648838,0.004687,0.006945,0
153,154,3,0,0.447656,0.380556,0.394201,0.333735,0.07106084059452152,0.0007819999999999997,0.005556000000000005,0
154,155,0,1,0.446484,0.367361,0.441477,0.377635,0.011429134919144142,0.005468999999999998,0.0,0
154,155,1,2,0.4625,0.346528,0.42061,0.298892,0.0634346955222456,0.0023440000000000006,0.0027779999999999958,0
154,155,2,0,0.475391,0.413194,0.393568,0.322292,0.12230362600103074,0.0046879999999999995,0.015278,0
154,155,3,3,0.509375,0.319444,0.494922,0.269444,0.05204699039329748,0.010156,0.016667,0
155,156,0,3,0.509766,0.308333,0.496918,0.260714,0.049321803140193514,0.009375,0.011110999999999996,0
155,156,1,1,0.464453,0.338194,0.442731,0.370139,0.038630665396806214,0.005468999999999998,0.008333,0
155,156,2,0,0.447266,0.360417,0.394423,0.317376,0.068153578996264,0.0,0.0013890000000000013,0
155,156,3,2,0.475,0.40625,0.420915,0.287612,0.13038467037577695,0.0039059999999999997,0.0,0
156,157,0,3,0.511719,0.30625,0.499219,0.259028,0.04884841127406299,0.0031249999999999993,0.0055559999999999984,0
156,157,1,1,0.446875,0.360417,0.444004,0.377562,0.017383718416955588,0.0031259999999999986,0.0055559999999999984,0
156,157,2,2,0.466016,0.333333,0.422391,0.284937,0.0651560698707342,0.00625,0.004166999999999997,0
156,157,3,0,0.477734,0.408333,0.394019,0.314616,0.12566255334824292,0.0031249999999999993,0.008333,0
157,158,0,3,0.514844,0.309028,0.502533,0.263463,0.04719883415933068,0.0031249999999999993,0.0055559999999999984,0
157,158,1,1,0.446875,0.360417,0.444249,0.380442,0.02019644773221273,0.0031259999999999986,0.0055559999999999984,0
157,158,2,2,0.466016,0.333333,0.422858,0.289874,0.061247837880205984,0.00625,0.004166999999999997,0
157,158,3,0,0.480078,0.415278,0.394576,0.319029,0.12874184247943635,0.0031249999999999993,0.008333,0
158,159,0,3,0.51875,0.31875,0.502533,0.260685,0.06028710736135877,0.0031249999999999993,0.0055559999999999984,0
158,159,1,1,0.448438,0.371528,0.444249,0.380443,0.00985012416165396,0.0031259999999999986,0.0055559999999999984,0
158,159,2,0,0.480859,0.429167,0.394576,0.319029,0.13991116872144269,0.0031249999999999993,0.008333,0
158,159,3,2,0.467969,0.347917,0.422867,0.289879,0.0735023798798379,0.0039059999999999997,0.0027779999999999958,0
159,160,0,3,0.520703,0.336806,0.512109,0.302778,0.03509646164501487,0.0125,0.006943999999999999,0
159,160,1,2,0.46875,0.367361,0.430469,0.338889,0.04770838233476378,0.0046879999999999995,0.004166000000000003,0
159,160,2,1,0.451172,0.395139,0.454688,0.444444,0.049430206159796646,0.0039059999999999997,0.004166999999999997,0
159,160,3,0,0.482422,0.455556,0.398828,0.367361,0.1215167266716809,0.009375,0.023611,0
160,161,0,3,0.525,0.367361,0.524219,0.338194,0.029177454481157192,0.0031249999999999993,0.0,0
160,161,1,2,0.469922,0.396528,0.435333,0.370175,0.04348424461802228,0.0039059999999999997,0.006943999999999999,0
160,161,2,0,0.451562,0.423611,0.40359,0.404478,0.051646727611727755,0.007030999999999999,0.012499999999999997,0
160,161,3,1,0.485938,0.495833,0.46084,0.487284,0.026514052971961834,0.0031249999999999993,0.011110999999999996,0
161,162,0,2,0.529688,0.357639,0.532812,0.298611,0.059110609538389945,0.010938,0.004167000000000004,0
161,162,1,1,0.475391,0.390972,0.439453,0.334722,0.06675029845626158,0.010936999999999999,0.006943999999999999,0
161,162,2,3,0.453906,0.419444,0.469922,0.461806,0.045288533868960715,0.010155999999999998,0.006943999999999999,0
161,162,3,0,0.489062,0.495833,0.405859,0.373611,0.14785451123655305,0.007030999999999999,0.013888999999999999,0
162,163,0,3,0.535937,0.311806,0.544531,0.245139,0.0672186412016786,0.007813,0.008334000000000001,0
162,163,1,1,0.476562,0.346528,0.444759,0.283463,0.07063019916438007,0.010155999999999998,0.004166000000000003,0
162,163,2,2,0.455469,0.382639,0.474506,0.422599,0.0442629525562857,0.008594,0.005555000000000004,0
162,163,3,0,0.493359,0.461806,0.410067,0.320834,0.1637396166112526,0.0078119999999999995,0.012500000000000004,0
163,164,0,3,0.544141,0.254861,0.555859,0.179861,0.07590989081799553,0.014062000000000002,0.005555000000000004,0
163,164,1,0,0.480859,0.292361,0.415611,0.262969,0.07156249833537112,0.0031249999999999993,0.012500000000000004,0
163,164,2,2,0.460156,0.327778,0.484187,0.371191,0.0496203338360394,0.005468000000000001,0.009722000000000001,0
164,165,0,2,0.55625,0.182639,0.569922,0.073611,0.10988188371155638,0.010155999999999998,0.012500000000000004,0
164,165,1,3,0.487109,0.225,0.496484,0.277778,0.05360417809275692,0.004687,0.0027780000000000027,0
164,165,2,0,0.463672,0.2625,0.423438,0.163194,0.10714689165813444,0.010157,0.004166999999999997,0
165,166,0,0,0.564062,0.0625,0.505859,0.156944,0.11093808338438158,0.0039059999999999997,0.0,0
165,166,1,1,0.493359,0.107639,0.43125,0.036806,0.09420637860569739,0.0070310000000000025,0.013888999999999999,0
166,167,0,0,0.472656,0.035417,0.509776,0.0939,0.06926872085580908,0.004688000000000001,0.008333,0
167,168,0,0,0.475781,0.04375,0.517969,0.109722,0.07830793145014113,0.007813,0.004166999999999997,0
168,169,0,0,0.475781,0.04375,0.521484,0.111806,0.08197794425941647,0.010155999999999998,0.0027780000000000027,0
169,170,0,0,0.480078,0.045833,0.524219,0.10625,0.07482407212922856,0.007032,0.004167000000000004,0
170,171,0,1,0.480459,0.043219,0.45,0.027083,0.03446913368508122,0.008594000000000001,0.0013890000000000013,0
170,171,1,0,0.530143,0.166158,0.526172,0.147917,0.01866823296404887,0.011719,0.019444000000000003,0
171,172,0,0,0.483203,0.2,0.491797,0.19375,0.010626351019987995,0.006249999999999999,0.006944000000000006,0
171,172,1,3,0.582031,0.110417,0.605469,0.153472,0.049021147161199756,0.007813,0.0027779999999999958,0
171,172,2,1,0.506641,0.146528,0.451953,0.248611,0.1158089643896361,0.006250000000000002,0.015278,0
171,172,3,2,0.528516,0.314583,0.526172,0.363889,0.049361685262964854,0.0078119999999999995,0.006945,0
172,173,0,1,0.484766,0.427083,0.492969,0.431944,0.009535120869711108,0.010156000000000002,0.004166999999999997,0
172,173,1,0,0.507422,0.38125,0.60625,0.388194,0.0990716544729116,0.010156000000000002,0.0027780000000000027,0
172,173,2,2,0.580078,0.341667,0.455078,0.480556,0.18685597213094365,0.006250000000000002,0.005556000000000005,0
172,173,3,3,0.530078,0.532639,0.528906,0.600694,0.06806509097180431,0.011719000000000002,0.0,0
173,174,0,1,0.483203,0.592361,0.4551,0.589853,0.028214688958058703,0.0031250000000000028,0.0013889999999999944,0
173,174,1,0,0.508594,0.544444,0.493886,0.535813,0.017053428540912262,0.007812000000000003,0.008334000000000001,0
173,174,2,2,0.578906,0.507639,0.609375,0.493056,0.03377904453947738,0.012501,0.004166999999999997,0
173,174,3,3,0.532031,0.704167,0.529688,0.711806,0.007990242174052102,0.007812999999999999,0.0013890000000000013,0
174,175,0,1,0.483571,0.600133,0.455264,0.589907,0.03009746376357981,0.0031250000000000028,0.0013889999999999944,0
174,175,1,0,0.508203,0.5533,0.494082,0.535416,0.022786840434777234,0.007812000000000003,0.008334000000000001,0
174,175,2,2,0.578428,0.519277,0.607422,0.490972,0.04051944053167561,0.011718999999999999,0.0027779999999999958,0
174,175,3,3,0.529719,0.707195,0.530078,0.711111,0.003932421264310353,0.007032000000000002,0.0027780000000000027,0
175,176,0,1,0.481272,0.599643,0.454593,0.582547,0.03168662583804084,0.0031250000000000028,0.0013889999999999944,0
175,176,1,0,0.505947,0.552847,0.489656,0.533132,0.02557494684256448,0.007812000000000003,0.008334000000000001,0
175,176,2,2,0.574001,0.511536,0.607422,0.4875,0.04116664349931874,0.013282,0.004166999999999997,0
175,176,3,3,0.532929,0.708284,0.528906,0.70625,0.0045079579634242275,0.00625,0.0013890000000000013,0
176,177,0,0,0.483046,0.594783,0.45303,0.581084,0.032994285217291745,0.0031250000000000028,0.0013889999999999944,0
176,177,1,1,0.505481,0.55743,0.489453,0.534722,0.027794784546745378,0.017968,0.0,0
176,177,2,2,0.577497,0.51069,0.606641,0.489583,0.035984415862981525,0.013282,0.0027780000000000027,0
176,177,3,3,0.529337,0.705118,0.528906,0.709028,0.003933682879948474,0.00625,0.006945,0
177,178,0,0,0.479394,0.593573,0.450691,0.579826,0.03182518213616382,0.0031250000000000028,0.0013889999999999944,0
177,178,1,1,0.505801,0.555765,0.489254,0.534696,0.026790034901059717,0.017968,0.0,0
177,178,2,2,0.576218,0.516107,0.60625,0.489583,0.04006798722172099,0.009376,0.0027779999999999958,0
177,178,3,3,0.526953,0.707639,0.527734,0.711806,0.0042395577599556675,0.009374999999999998,0.0,0
178,179,0,0,0.478477,0.594996,0.442899,0.580008,0.03860614236102851,0.0031250000000000028,0.0013889999999999944,0
178,179,1,1,0.504163,0.55588,0.484375,0.534028,0.029480075440880493,0.012499000000000003,0.004167000000000004,0
178,179,2,2,0.574304,0.511698,0.598828,0.490278,0.032561372452647,0.010157000000000001,0.004166999999999997,0
178,179,3,3,0.526063,0.704915,0.519531,0.709028,0.007719053892803187,0.008594000000000001,0.0,0
179,180,0,0,0.468525,0.602078,0.424213,0.582224,0.04855650996519419,0.0031250000000000028,0.0013889999999999944,0
179,180,1,1,0.494761,0.554691,0.464592,0.53912,0.0339503255065397,0.012499000000000003,0.004167000000000004,0
179,180,2,2,0.56489,0.513254,0.578516,0.489583,0.02731270980697449,0.011718999999999999,0.0055559999999999984,0
179,180,3,3,0.515718,0.70253,0.498828,0.708333,0.01785908477498219,0.010938,0.004166999999999997,0
180,181,0,0,0.45269,0.599893,0.401116,0.586471,0.05329190895436194,0.0031250000000000028,0.0013889999999999944,0
180,181,1,1,0.478567,0.553805,0.442461,0.538178,0.03934267867087853,0.012499000000000003,0.004167000000000004,0
180,181,2,2,0.54955,0.514762,0.555859,0.494444,0.021274976028188668,0.013282,0.0013890000000000013,0
180,181,3,3,0.499631,0.71295,0.473437,0.713194,0.026195136418808735,0.010157,0.0055559999999999984,0
181,182,0,1,0.43833,0.59675,0.411235,0.536816,0.06577403272568898,0.011718000000000003,0.0027779999999999958,0
181,182,1,2,0.463472,0.55522,0.523438,0.499306,0.08198961246401887,0.004687,0.009723000000000002,0
181,182,2,0,0.533766,0.517759,0.368086,0.582305,0.17780902259446785,0.007032000000000002,0.0013890000000000013,0
181,182,3,3,0.478625,0.709177,0.439453,0.713194,0.039377428471143255,0.006249999999999999,0.008333,0
182,183,0,2,0.379297,0.620139,0.358203,0.515972,0.10628132820491096,0.0,0.011110999999999996,0
182,183,1,1,0.402344,0.571528,0.257031,0.588194,0.1462655924166719,0.004687,0.0055559999999999984,0
182,183,3,3,0.426953,0.727083,0.313672,0.748611,0.1153084547854146,0.0078119999999999995,0.006944000000000006,0
183,184,0,3,0.283594,0.707639,0.230078,0.806944,0.11280711538285161,0.0039059999999999997,0.004166999999999997,0
183,184,1,2,0.302344,0.649306,0.253906,0.564583,0.09759214401272275,0.004687,0.013888999999999999,0
184,185,0,3,0.281641,0.676389,0.237109,0.759722,0.09448538465286575,0.0031250000000000028,0.005556000000000005,0
184,185,1,2,0.302734,0.625694,0.303906,0.524306,0.10139477367201913,0.007030999999999999,0.008333,0
184,185,2,1,0.36875,0.561111,0.200781,0.5875,0.17002930418607262,0.009375000000000001,0.0,0
185,186,0,0,0.328906,0.588194,0.241406,0.545139,0.09751914183892303,0.010937000000000002,0.0027770000000000017,0
185,186,1,3,0.355859,0.546528,0.396094,0.481944,0.07609170967326208,0.010156000000000002,0.012500000000000004,0
185,186,2,1,0.424219,0.511806,0.284375,0.501389,0.1402314452075568,0.009375000000000001,0.0013889999999999944,0
185,186,3,2,0.364062,0.703472,0.284375,0.677083,0.08394282155133934,0.006250000000000002,0.0027779999999999958,0
186,187,0,2,0.394922,0.499306,0.356641,0.452083,0.060790185803302185,0.0031249999999999993,0.013888999999999999,0
186,187,1,1,0.425391,0.479861,0.409375,0.427778,0.054489917828897484,0.007032,0.006944000000000006,0
186,187,2,0,0.493359,0.477778,0.519141,0.450694,0.037393242437638356,0.0031249999999999993,0.006943999999999999,0
186,187,3,3,0.410156,0.625,0.369141,0.580556,0.060477263173857376,0.005469,0.024999999999999994,0
187,188,0,3,0.479297,0.560417,0.483594,0.524306,0.036365760407284224,0.007031000000000001,0.008333,0
187,188,1,0,0.492969,0.440972,0.515625,0.394444,0.051750836901445336,0.007812000000000003,0.006943999999999999,0
187,188,2,1,0.523438,0.435417,0.569531,0.39375,0.06213455993245631,0.009376,0.008333,0
187,188,3,2,0.585938,0.470833,0.666406,0.45625,0.08177874365016875,0.006249000000000001,0.034723000000000004,0
188,189,0,0,0.598437,0.416667,0.633594,0.502778,0.09301139161414579,0.0031249999999999993,0.005555000000000004,0
188,189,1,1,0.630859,0.438194,0.703125,0.396528,0.08341720633058869,0.013282,0.008333,0
188,189,2,2,0.682422,0.510417,0.753125,0.419444,0.1152171902886024,0.0023430000000000013,0.015278,0
189,190,0,0,0.655859,0.532639,0.746094,0.514583,0.0920237706302019,0.007030999999999996,0.0027780000000000027,0
189,190,1,1,0.706641,0.456944,0.835938,0.439583,0.1304573437181671,0.0023440000000000023,0.0013890000000000013,0
189,190,2,2,0.736719,0.4875,0.877344,0.475694,0.14111970897433143,0.0031260000000000003,0.004167000000000004,0
189,190,3,3,0.778516,0.596528,0.923828,0.595139,0.1453186383950799,0.007813,0.008333,0
190,191,0,3,0.666797,0.517361,0.734766,0.479167,0.07796516271386858,0.0031249999999999993,0.0013880000000000003,0
190,191,1,2,0.728125,0.454167,0.830859,0.414583,0.1100961752832495,0.005468000000000001,0.0013880000000000003,0
190,191,2,1,0.75625,0.488194,0.869922,0.452083,0.11926997906011387,0.005469000000000002,0.0,0
190,191,3,0,0.787891,0.598611,0.910156,0.571528,0.12522866730106166,0.0070310000000000025,0.012499999999999997,0
191,192,0,3,0.650781,0.479861,0.688281,0.428472,0.06361665914679891,0.0,0.0055559999999999984,0
191,192,1,0,0.711328,0.418056,0.775781,0.360417,0.08646643007549237,0.002343999999999999,0.009721999999999995,0
191,192,2,1,0.7375,0.452083,0.816406,0.398611,0.09531742558420254,0.006250000000000002,0.015278,0
191,192,3,2,0.765234,0.556944,0.860156,0.506944,0.10728553529716862,0.005468000000000001,0.005556000000000005,0
192,193,0,0,0.553906,0.416667,0.517187,0.368056,0.060920557137964564,0.006250000000000002,0.0027780000000000027,0
192,193,1,2,0.601953,0.3375,0.634766,0.300694,0.04930897083695833,0.0015629999999999984,0.004167000000000004,0
192,193,2,3,0.628906,0.365972,0.697656,0.396528,0.07523451093746812,0.009376,0.0055559999999999984,0
192,193,3,1,0.667188,0.445833,0.588281,0.279861,0.1837743709906253,0.0,0.006943999999999999,0
193,194,0,1,0.500391,0.397917,0.473828,0.350694,0.054181220898019654,0.009375,0.008333,0
193,194,1,0,0.546484,0.3125,0.545313,0.259722,0.05279098905116288,0.002343999999999999,0.0,0
193,194,2,2,0.574609,0.332639,0.590234,0.281944,0.053048314299325335,0.0078119999999999995,0.012500000000000004,0
193,194,3,3,0.613281,0.410417,0.654297,0.370139,0.057485907316489344,0.014844,0.022222,0
194,195,0,0,0.489062,0.382639,0.455659,0.337714,0.055982283215317334,0.005468000000000001,0.0055559999999999984,0
194,195,1,2,0.533203,0.298611,0.570312,0.267361,0.048514331707238886,0.008594000000000001,0.004166999999999997,0
194,195,2,1,0.559375,0.317361,0.527734,0.245833,0.07821385852264288,0.008594,0.015278,0
194,195,3,3,0.598828,0.397222,0.631641,0.354861,0.053583087723646554,0.014063,0.006943999999999999,0
195,196,0,0,0.481128,0.381379,0.451528,0.334671,0.05529735313737904,0.005468000000000001,0.0055559999999999984,0
195,196,1,2,0.526928,0.292458,0.562891,0.261806,0.04725338583636104,0.0015620000000000009,0.006943999999999999,0
195,196,2,3,0.553678,0.314904,0.624219,0.352083,0.0797390163094579,0.010938000000000002,0.019445000000000004,0
195,196,3,1,0.591745,0.394122,0.519531,0.241667,0.16869317953313936,0.007031000000000001,0.0027770000000000017,0
196,197,0,0,0.478628,0.381403,0.443514,0.338111,0.05574217667081183,0.005468000000000001,0.0055559999999999984,0
196,197,1,1,0.523845,0.294855,0.517578,0.249306,0.04597811098772978,0.010936999999999999,0.006943999999999999,0
196,197,2,2,0.551933,0.313063,0.562109,0.265972,0.04817793329938509,0.005469,0.011111000000000003,0
196,197,3,3,0.588078,0.387062,0.621484,0.354167,0.04688327911953262,0.009375,0.008333,0
