split,frame_id,image_path,annotation_path,object_count
train,158,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000158.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000158.txt,4
train,159,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000159.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000159.txt,4
train,160,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000160.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000160.txt,4
train,161,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000161.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000161.txt,4
train,162,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000162.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000162.txt,4
train,163,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000163.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000163.txt,4
train,164,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000164.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000164.txt,4
train,165,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000165.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000165.txt,4
train,166,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000166.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000166.txt,2
train,167,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000167.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000167.txt,2
train,168,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000168.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000168.txt,3
train,169,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000169.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000169.txt,2
train,170,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000170.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000170.txt,2
train,171,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000171.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000171.txt,4
train,172,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000172.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000172.txt,4
train,173,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000173.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000173.txt,4
train,174,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000174.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000174.txt,4
train,175,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000175.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000175.txt,4
train,176,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000176.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000176.txt,4
train,177,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000177.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000177.txt,4
train,178,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000178.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000178.txt,4
train,179,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000179.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000179.txt,4
train,180,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000180.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000180.txt,4
train,181,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000181.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000181.txt,4
train,182,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000182.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000182.txt,4
train,183,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000183.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000183.txt,4
val,184,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000184.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000184.txt,4
val,185,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000185.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000185.txt,4
val,186,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000186.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000186.txt,4
val,187,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000187.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000187.txt,4
val,188,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000188.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000188.txt,4
val,189,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000189.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000189.txt,4
val,190,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000190.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000190.txt,4
val,191,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000191.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000191.txt,4
val,192,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000192.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000192.txt,4
val,193,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000193.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000193.txt,4
val,194,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000194.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000194.txt,4
val,195,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000195.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000195.txt,4
val,196,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000196.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000196.txt,4
val,197,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000197.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000197.txt,4
val,198,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000198.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000198.txt,4
val,199,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000199.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000199.txt,4
val,200,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000200.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000200.txt,4
val,201,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000201.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000201.txt,4
val,202,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000202.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000202.txt,0
val,203,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000203.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000203.txt,0
val,204,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000204.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000204.txt,0
val,205,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000205.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000205.txt,1
val,206,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000206.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000206.txt,4
val,207,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000207.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000207.txt,4
val,208,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000208.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000208.txt,4
val,209,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000209.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000209.txt,4
val,210,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000210.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000210.txt,4
val,211,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000211.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000211.txt,4
val,212,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000212.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000212.txt,4
val,213,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000213.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000213.txt,4
val,214,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000214.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000214.txt,4
val,215,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000215.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000215.txt,4
val,216,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000216.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000216.txt,4
val,217,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000217.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000217.txt,4
val,218,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000218.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000218.txt,4
val,219,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000219.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000219.txt,4
val,220,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000220.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000220.txt,4
val,221,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000221.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000221.txt,4
val,222,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000222.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000222.txt,4
test,223,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000223.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000223.txt,4
test,224,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000224.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000224.txt,4
test,225,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000225.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000225.txt,4
test,226,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000226.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000226.txt,4
test,227,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000227.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000227.txt,4
test,228,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000228.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000228.txt,4
test,229,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000229.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000229.txt,4
test,230,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000230.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000230.txt,4
test,231,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000231.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000231.txt,4
test,232,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000232.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000232.txt,4
test,233,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000233.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000233.txt,4
test,234,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000234.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000234.txt,4
test,235,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000235.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000235.txt,4
test,236,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000236.jpeg,D:\Hackathons\miniproject5sem\WiSARD_Multi_Modal_Sample\210417_MtErie_Enterprise_VIS_0003\210417_MtErie_Enterprise_VIS_0003_00000236.txt,4
