rgb_frame,thermal_frame,rgb_file,thermal_file,rgb_annotation,thermal_annotation,status
229,230,210417_MtErie_Enterprise_VIS_0003_00000229.jpeg,210417_MtErie_Enterprise_IR_0004_00000230.jpeg,210417_MtErie_Enterprise_VIS_0003_00000229.txt,210417_MtErie_Enterprise_IR_0004_00000230.txt,paired
230,231,210417_MtErie_Enterprise_VIS_0003_00000230.jpeg,210417_MtErie_Enterprise_IR_0004_00000231.jpeg,210417_MtErie_Enterprise_VIS_0003_00000230.txt,210417_MtErie_Enterprise_IR_0004_00000231.txt,paired
231,232,210417_MtErie_Enterprise_VIS_0003_00000231.jpeg,210417_MtErie_Enterprise_IR_0004_00000232.jpeg,210417_MtErie_Enterprise_VIS_0003_00000231.txt,210417_MtErie_Enterprise_IR_0004_00000232.txt,paired
232,233,210417_MtErie_Enterprise_VIS_0003_00000232.jpeg,210417_MtErie_Enterprise_IR_0004_00000233.jpeg,210417_MtErie_Enterprise_VIS_0003_00000232.txt,210417_MtErie_Enterprise_IR_0004_00000233.txt,paired
233,234,210417_MtErie_Enterprise_VIS_0003_00000233.jpeg,210417_MtErie_Enterprise_IR_0004_00000234.jpeg,210417_MtErie_Enterprise_VIS_0003_00000233.txt,210417_MtErie_Enterprise_IR_0004_00000234.txt,paired
234,235,210417_MtErie_Enterprise_VIS_0003_00000234.jpeg,210417_MtErie_Enterprise_IR_0004_00000235.jpeg,210417_MtErie_Enterprise_VIS_0003_00000234.txt,210417_MtErie_Enterprise_IR_0004_00000235.txt,paired
235,236,210417_MtErie_Enterprise_VIS_0003_00000235.jpeg,210417_MtErie_Enterprise_IR_0004_00000236.jpeg,210417_MtErie_Enterprise_VIS_0003_00000235.txt,210417_MtErie_Enterprise_IR_0004_00000236.txt,paired
236,237,210417_MtErie_Enterprise_VIS_0003_00000236.jpeg,210417_MtErie_Enterprise_IR_0004_00000237.jpeg,210417_MtErie_Enterprise_VIS_0003_00000236.txt,210417_MtErie_Enterprise_IR_0004_00000237.txt,paired
237,238,210417_MtErie_Enterprise_VIS_0003_00000237.jpeg,210417_MtErie_Enterprise_IR_0004_00000238.jpeg,210417_MtErie_Enterprise_VIS_0003_00000237.txt,210417_MtErie_Enterprise_IR_0004_00000238.txt,paired
238,239,210417_MtErie_Enterprise_VIS_0003_00000238.jpeg,210417_MtErie_Enterprise_IR_0004_00000239.jpeg,210417_MtErie_Enterprise_VIS_0003_00000238.txt,210417_MtErie_Enterprise_IR_0004_00000239.txt,paired
239,240,210417_MtErie_Enterprise_VIS_0003_00000239.jpeg,210417_MtErie_Enterprise_IR_0004_00000240.jpeg,210417_MtErie_Enterprise_VIS_0003_00000239.txt,210417_MtErie_Enterprise_IR_0004_00000240.txt,paired
240,241,210417_MtErie_Enterprise_VIS_0003_00000240.jpeg,210417_MtErie_Enterprise_IR_0004_00000241.jpeg,210417_MtErie_Enterprise_VIS_0003_00000240.txt,210417_MtErie_Enterprise_IR_0004_00000241.txt,paired
241,242,210417_MtErie_Enterprise_VIS_0003_00000241.jpeg,210417_MtErie_Enterprise_IR_0004_00000242.jpeg,210417_MtErie_Enterprise_VIS_0003_00000241.txt,210417_MtErie_Enterprise_IR_0004_00000242.txt,paired
242,243,210417_MtErie_Enterprise_VIS_0003_00000242.jpeg,210417_MtErie_Enterprise_IR_0004_00000243.jpeg,210417_MtErie_Enterprise_VIS_0003_00000242.txt,210417_MtErie_Enterprise_IR_0004_00000243.txt,paired
243,244,210417_MtErie_Enterprise_VIS_0003_00000243.jpeg,210417_MtErie_Enterprise_IR_0004_00000244.jpeg,210417_MtErie_Enterprise_VIS_0003_00000243.txt,210417_MtErie_Enterprise_IR_0004_00000244.txt,paired
244,245,210417_MtErie_Enterprise_VIS_0003_00000244.jpeg,210417_MtErie_Enterprise_IR_0004_00000245.jpeg,210417_MtErie_Enterprise_VIS_0003_00000244.txt,210417_MtErie_Enterprise_IR_0004_00000245.txt,paired
245,246,210417_MtErie_Enterprise_VIS_0003_00000245.jpeg,210417_MtErie_Enterprise_IR_0004_00000246.jpeg,210417_MtErie_Enterprise_VIS_0003_00000245.txt,210417_MtErie_Enterprise_IR_0004_00000246.txt,paired
246,247,210417_MtErie_Enterprise_VIS_0003_00000246.jpeg,210417_MtErie_Enterprise_IR_0004_00000247.jpeg,210417_MtErie_Enterprise_VIS_0003_00000246.txt,210417_MtErie_Enterprise_IR_0004_00000247.txt,paired
247,248,210417_MtErie_Enterprise_VIS_0003_00000247.jpeg,210417_MtErie_Enterprise_IR_0004_00000248.jpeg,210417_MtErie_Enterprise_VIS_0003_00000247.txt,210417_MtErie_Enterprise_IR_0004_00000248.txt,paired
248,249,210417_MtErie_Enterprise_VIS_0003_00000248.jpeg,210417_MtErie_Enterprise_IR_0004_00000249.jpeg,210417_MtErie_Enterprise_VIS_0003_00000248.txt,210417_MtErie_Enterprise_IR_0004_00000249.txt,paired
249,250,210417_MtErie_Enterprise_VIS_0003_00000249.jpeg,210417_MtErie_Enterprise_IR_0004_00000250.jpeg,210417_MtErie_Enterprise_VIS_0003_00000249.txt,210417_MtErie_Enterprise_IR_0004_00000250.txt,paired
250,251,210417_MtErie_Enterprise_VIS_0003_00000250.jpeg,210417_MtErie_Enterprise_IR_0004_00000251.jpeg,210417_MtErie_Enterprise_VIS_0003_00000250.txt,210417_MtErie_Enterprise_IR_0004_00000251.txt,paired
251,252,210417_MtErie_Enterprise_VIS_0003_00000251.jpeg,210417_MtErie_Enterprise_IR_0004_00000252.jpeg,210417_MtErie_Enterprise_VIS_0003_00000251.txt,210417_MtErie_Enterprise_IR_0004_00000252.txt,paired
252,253,210417_MtErie_Enterprise_VIS_0003_00000252.jpeg,210417_MtErie_Enterprise_IR_0004_00000253.jpeg,210417_MtErie_Enterprise_VIS_0003_00000252.txt,210417_MtErie_Enterprise_IR_0004_00000253.txt,paired
253,254,210417_MtErie_Enterprise_VIS_0003_00000253.jpeg,210417_MtErie_Enterprise_IR_0004_00000254.jpeg,210417_MtErie_Enterprise_VIS_0003_00000253.txt,210417_MtErie_Enterprise_IR_0004_00000254.txt,paired
254,255,210417_MtErie_Enterprise_VIS_0003_00000254.jpeg,210417_MtErie_Enterprise_IR_0004_00000255.jpeg,210417_MtErie_Enterprise_VIS_0003_00000254.txt,210417_MtErie_Enterprise_IR_0004_00000255.txt,paired
255,256,210417_MtErie_Enterprise_VIS_0003_00000255.jpeg,210417_MtErie_Enterprise_IR_0004_00000256.jpeg,210417_MtErie_Enterprise_VIS_0003_00000255.txt,210417_MtErie_Enterprise_IR_0004_00000256.txt,paired
256,257,210417_MtErie_Enterprise_VIS_0003_00000256.jpeg,210417_MtErie_Enterprise_IR_0004_00000257.jpeg,210417_MtErie_Enterprise_VIS_0003_00000256.txt,210417_MtErie_Enterprise_IR_0004_00000257.txt,paired
257,258,210417_MtErie_Enterprise_VIS_0003_00000257.jpeg,210417_MtErie_Enterprise_IR_0004_00000258.jpeg,210417_MtErie_Enterprise_VIS_0003_00000257.txt,210417_MtErie_Enterprise_IR_0004_00000258.txt,paired
258,259,210417_MtErie_Enterprise_VIS_0003_00000258.jpeg,210417_MtErie_Enterprise_IR_0004_00000259.jpeg,210417_MtErie_Enterprise_VIS_0003_00000258.txt,210417_MtErie_Enterprise_IR_0004_00000259.txt,paired
259,260,210417_MtErie_Enterprise_VIS_0003_00000259.jpeg,210417_MtErie_Enterprise_IR_0004_00000260.jpeg,210417_MtErie_Enterprise_VIS_0003_00000259.txt,210417_MtErie_Enterprise_IR_0004_00000260.txt,paired
260,261,210417_MtErie_Enterprise_VIS_0003_00000260.jpeg,210417_MtErie_Enterprise_IR_0004_00000261.jpeg,210417_MtErie_Enterprise_VIS_0003_00000260.txt,210417_MtErie_Enterprise_IR_0004_00000261.txt,paired
261,262,210417_MtErie_Enterprise_VIS_0003_00000261.jpeg,210417_MtErie_Enterprise_IR_0004_00000262.jpeg,210417_MtErie_Enterprise_VIS_0003_00000261.txt,210417_MtErie_Enterprise_IR_0004_00000262.txt,paired
262,263,210417_MtErie_Enterprise_VIS_0003_00000262.jpeg,210417_MtErie_Enterprise_IR_0004_00000263.jpeg,210417_MtErie_Enterprise_VIS_0003_00000262.txt,210417_MtErie_Enterprise_IR_0004_00000263.txt,paired
263,264,210417_MtErie_Enterprise_VIS_0003_00000263.jpeg,210417_MtErie_Enterprise_IR_0004_00000264.jpeg,210417_MtErie_Enterprise_VIS_0003_00000263.txt,210417_MtErie_Enterprise_IR_0004_00000264.txt,paired
